"Year week","Pizza","Price offer","Christmas","New year","17th of May - National day","Easter","Kr. Himmelfart (Ascension day)","Pinse (pentecost)","Summer vacation","Temperature","Precipitation","Sun","Campaign 1","Campaign 2","Campaign 3","Campaign 4","Campaign 5","Campaign 6","Campaign 7","Campaign 8","Campaign 9","Campaign 10","Campaign 11","Campaign 12","Campaign 13","Campaign 14","Campaign 15","Campaign 16","Campaign17","Campaign 18","Competitor 1","Competitor 2","Competitor 3","Competitor 4","Competitor 5","Competitor 6","Competitor 7"
"24",222.7685120299,23.0192124409132,0,0,0,0,0,1,0,13.0410735520488,44.8382310796186,25.5894677267232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.5,0,0,0,0,65.9,157.3
"25",115.49824807288,1.33210965208278,0,0,0,0,0,0,0,13.0744505002272,26.3883286103185,29.5572610389922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.3,63.6,15.5
"26",128.616678346181,2.30948509780699,0,0,0,0,0,0,1,15.7272876248331,38.2200220200133,24.5955010299063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.1,115.6
"27",106.298528381219,0,0,0,0,0,0,0,1,16.5649710775271,34.3175506235766,22.1768962531944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.2,202.999999999999
"28",105.898621817332,0.504154490868611,0,0,0,0,0,0,1,14.4351487559544,23.7913752783451,28.1380241264964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.9,130.4
"29",110.957252978276,0.151912300123134,0,0,0,0,0,0,1,15.7734476317738,52.7528450986396,21.2256971454268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,118.6
"30",104.191544031768,0.345206888324189,0,0,0,0,0,0,1,16.9238755639117,23.5796422710913,27.0301813825879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8,0,10.1,0,0,48.8,92.5000000000001
"31",106.906797477225,0.136480944932137,0,0,0,0,0,0,1,17.1005753478246,45.8508872420179,26.4265020613841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.2,0,243.8,0,0,61.5,197.599999999999
"32",132.586778790002,6.41771593683413,0,0,0,0,0,0,1,13.1829149986344,35.3298506433161,30.1991807747812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.5,0,0,68.1,8.4
"33",123.09273534221,1.56598672214824,0,0,0,0,0,0,1,13.9777735604467,60.2981664466501,17.8336284583793,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,65.5,0,0,76.3,9
"34",126.690960056062,1.39058187844648,0,0,0,0,0,0,0,15.1341473790745,47.5238699220672,23.516362977645,0,0,0,0,0,0,0,173.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.6,171.7
"35",155.754263022658,6.5124306182855,0,0,0,0,0,0,0,12.92465075307,43.8274895996697,21.8435553734331,0,0,0,0,0,0,0,74.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.3,157.5
"36",220.640037374445,24.2912258999261,0,0,0,0,0,0,0,12.6077714682285,85.8952195187007,19.0851856267603,0,0,0,0,0,0,0,120.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.2,123.4
"37",140.244802616211,1.7997696440676,0,0,0,0,0,0,0,10.8391345739612,44.711538844484,22.2806588600686,0,0,0,0,0,0,0,149.5,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,71.2,4.5
"38",203.49824807288,12.2333888266087,0,0,0,0,0,0,0,10.2780471116954,45.0272946497288,17.5614400516519,0,0,0,0,0,0,0,0,0,0,0,104.8,0,0,0,0,0,0,0,0,0,0,0,56.6,122.5
"39",139.861714552675,0.343890790632168,0,0,0,0,0,0,0,12.4849011181015,37.0945919576187,16.9024472516677,0,0,0,0,0,0,0,0,0,0,0,108.1,0,0,0,0,0,0,0,111.3,0,0,1.6,54.6,109.8
"40",167.434711516001,6.96403138250507,0,0,0,0,0,0,0,8.28451687316566,56.2026006812764,14.6573416241084,0,0,0,0,0,0,0,0,0,0,0,161.8,0,0,0,0,0,0,14.8,128.7,3,0,112.2,60.1,7
"41",256.609203457136,26.0003788783358,0,0,0,0,0,0,0,5.32983065844256,18.9680084617692,15.3405588571868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.9,141.2,110.3,0,105.6,42.9,169.9
"42",174.629292221444,10.0596265881271,0,0,0,0,0,0,0,6.02573624076606,43.2494698335495,12.9325798829619,0,0,0,0,0,0,0,0,0,0,0,170.5,0,0,0,0,0,0,0,0,0,0,69.9,68.6,6.7
"43",188.817565989255,13.7982562932782,0,0,0,0,0,0,0,7.26192030669296,26.704991463833,18.7040438312968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.9,73.2,0,0.5,88.7,243.299999999999
"44",130.438682550806,0.00367057561043876,0,0,0,0,0,0,0,8.52130517553041,25.2630350937982,11.3609770313941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.4,127.7,0,123.2,60.1,9.5
"45",130.57509927587,0.308983592941261,0,0,0,0,0,0,0,3.88416843504586,8.0743459003205,18.6612702945039,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,96.3,0,0,171.6,89.1,198.199999999999
"46",146.289184769914,3.72713264165195,0,0,0,0,0,0,0,1.74385498937187,22.7088079402163,16.9805419327053,0,0,0,0,0,0,0,0,0,0,0,111.5,0,0,0,0,0,0,54.5,0,54.5,0,0,81.7,11.9
"47",129.283812193413,0.589473986498869,0,0,0,0,0,0,0,4.15648788702838,32.582789736982,18.3701679319825,0,0,0,0,0,0,0,0,0,0,0,138.9,0,0,0,0,0,0,244.8,0,247.4,0,0,93.1999999999999,133.2
"48",134.62368605466,0.931339324900267,0,0,0,0,0,0,0,3.50036222739236,43.52323934663,16.3928636595682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0000000000001,67.4,0,0,63.3,8.5
"49",219.07685120299,16.1479298228561,0,0,0,0,0,0,0,3.13356836793087,32.9382790079427,17.2478578414187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.3015,107.3,91.3,0,0,79.2,7
"50",174.463910301331,0,0,0,0,0,0,0,0,3.59680616078387,36.3481026971849,17.3369631443231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.7,109.9,0,0,89.7,8.8
"51",114.071478626489,0,0,0,0,0,0,0,0,3.41024558536904,37.6032070172526,16.9925615484367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,88.1,0,0,71.7,98.1999999999999
"52",101.203457136183,0,1,0,0,0,0,0,0,3.38020670469459,35.6298629074601,17.1924608447261,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,64.4,14.8
